Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong,clean_text
bung karno anti asing dan beliau dari jawa coba deh adain konsensus lebih banyak mana jawa yang anti asing atau pro asing karena kebo ohannya kami keliru kami tutup akun,0,0,0,0,0,0,0,0,0,0,0,0,bung karno anti dan beliau dari jawa coba deh adakan konsensus lebih banyak mana jawa yang anti atau pro karena kebo ohannya kami keliru kami tutup akun
proyek korupsi rezim sby url,1,0,1,0,0,0,0,0,1,1,0,0,proyek korupsi susilo bambang yudhoyono uniform resource locator
wajar saja lihat saja tingkah bbrp petinggi negeri ini yg suka mencampur bhs indonesia dgn bhs asing setiap kali bicara,0,0,0,0,0,0,0,0,0,0,0,0,wajar saja lihat saja tingkah beberapa petinggi negeri ini yang suka mencampur bahas indonesia dengan bahas setiap kali bicara
ab pribadi yg senang berkompetisi dalam hal yang baik dan positif,0,0,0,0,0,0,0,0,0,0,0,0,ab pribadi yang senang berkompetisi dalam hal yang baik dan positif
terus menurut lo kitab suci agama apa yg di bilang om,1,0,1,0,0,0,0,0,1,1,0,0,terus menurut kamu kitab suci agama apa yang di bilang om
suka nutup mata kaga ditutup pun udah terlihat tertutup gara sipit,0,0,0,0,0,0,0,0,0,0,0,0,suka menutup mata tidak ditutup pun sudah terlihat tertutup gara
sy sbg muslim tdk merasa pak menistakan kitab suci alqur an krn dlm alqur an sndri ada bbrp suku kata yg smpai dtik ini blm diketahui mkna faktualnya olh umat islam tp kami yakini kata tsb ada makna yg tersirat fiksi yg blm,0,0,0,0,0,0,0,0,0,0,0,0,saya sebagai muslim tidak merasa pak menistakan kitab suci alquran an karena dalam alquran an sendiri ada beberapa suku kata yang sampai detik ini belum diketahui makna faktualnya oleh umat islam tetapi kami yaitu kata tersebut ada makna yang tersirat fiksi yang belum
eh kasar kau kampang,1,1,1,0,0,0,0,0,1,1,0,0,eh kasar kamu
bentar lagi gua rilis album the onta s wkwkwkwkwk,0,0,0,0,0,0,0,0,0,0,0,0,bentar lagi gue rilis album the si wkwk
ada cebong bang dia merasa paling benar,1,1,1,0,0,0,0,0,1,1,0,0,ada bang dia merasa paling benar
najis banget gw ngetwit apa barusan wey,0,1,0,0,0,0,0,0,0,0,0,0,banget gue mentwit apa barusan he
kamu transgender atau gmn anjing url,1,1,1,0,0,0,0,1,0,1,0,0,kamu atau bagaimana uniform resource locator
awas bintitan lu ngintipin titit kucing,0,1,0,0,0,0,0,0,0,0,0,0,awas bintitan kamu mengintip kucing
bawel baper bolot baik bodor gaje wkwk apa ya udah itu aja deh,0,1,0,0,0,0,0,0,0,0,0,0,bawel bawa perasaan bolot baik bodor enggak jelas wkwk apa ya sudah itu saja deh
gue saranin gk perlu bnyk bacot maling ayat langsung to the point aja lu jadi orang yg tdk sepaham lu teriakin aja kafir sesat liberal pemuja dukun bla blaaa pasti hatimu puas dehh,1,1,1,0,1,0,0,0,0,1,0,0,gue menyarankan tidak perlu banyak maling ayat langsung to the point saja kamu jadi orang yang tidak sepaham kamu teriaki saja sesat liberal pemuja dukun bla blaaa pasti hatimu puas deh
jgn salah target bkn ahok agenda utama lengserkan jokowi,1,0,1,0,0,0,0,0,1,0,0,1,jangan salah target bukan ahok agenda utama lengserkan jokowi
masa baru kena hestek aja udah kepanasan kepo banget,1,0,1,0,0,0,0,0,1,1,0,0,masa baru kena tagar saja sudah kepanasan ingin tahu banget
maju lu sini duit tapi kau goyang kaki tak buat pape mana la duit nak maju kat kau bodo url,0,1,0,0,0,0,0,0,0,0,0,0,maju kamu sini duit tapi kamu goyang kaki tak buat pape mana lah duit nak maju kat kamu bodoh uniform resource locator
hkbp berdiri itu sejak pecahnya kristen khatolik pada zaman penjajahan belanda dl tdk ada yg namanya kristen protestan yg ada cm kristen khatolik perpecahan dan berdirilah hkbp yg prtama kali di tarutung skrg anda sy k,0,0,0,0,0,0,0,0,0,0,0,0,huria kristen batak protestan berdiri itu sejak pecahnya kristen katolik pada zaman penjajahan belanda dulu tidak ada yang namanya kristen protestan yang ada cuma kristen katolik perpecahan dan berdirilah huria kristen batak protestan yang pertama kali di tarutung sekarang anda saya k
ha ha banyak baca biar pintar jepang amerika china utang sama siapa anda tau enggak,0,0,0,0,0,0,0,0,0,0,0,0,apa apa banyak baca biar pintar jepang amerika cina utang sama siapa anda tau tidak
prabowo sudah kalah menyebut bantuan jokowi hanya pencitraan adalah ratapan pilu,1,0,1,0,0,0,0,0,1,1,0,0,prabowo sudah kalah menyebut bantuan jokowi hanya pencitraan adalah ratapan pilu
dan yang takut dengan adzan adalah iblis,0,0,0,0,0,0,0,0,0,0,0,0,dan yang takut dengan azan adalah
yg goblog itu adalah bani cebong tukang tipu penjilat penguasa yg ketahuan gerakin masa yg dibayar pakai nasi bungkus propaganda nasi bungkus memang selalu gagal,1,1,0,1,0,0,0,0,1,0,1,0,yang goblok itu adalah tukang tipu penjilat penguasa yang ketahuan gerakan masa yang dibayar pakai nasi bungkus propaganda nasi bungkus memang selalu gagal
wuih cebong sewot,1,1,1,0,0,0,0,0,1,1,0,0,wah sewot
gerakan ini menekankan pentingnya kerja keras secara total untuk tingkatkan potensi bangsa,0,0,0,0,0,0,0,0,0,0,0,0,gerakan ini menekankan pentingnya kerja keras secara total untuk tingkatkan potensi bangsa
padahal gubernur saat ini djarot mayoritas partai politik di dprd juga pendukung ahok djarot payah ya mereka url,1,0,1,0,0,0,0,0,1,1,0,0,padahal gubernur saat ini djarot mayoritas partai politik di dewan perwakilan rakyat daerah juga pendukung ahok djarot payah ya mereka uniform resource locator
rezim rusak bukan memperbaiki systeamnya malah sibuk cari kesalahan klu itu pasti ketemu aja kpk alatnya besok pemerintah berganti berulang kembali engah pernah selesai siapapun organisasi orangnya,0,0,0,0,0,0,0,0,0,0,0,0,rusak bukan memperbaiki sistemnya malah sibuk cari kesalahan kalau itu pasti ketemu saja komisi pemberantasan korupsi alatnya besok pemerintah berganti berulang kembali engah pernah selesai siapapun organisasi orangnya
saat orang orang saling menuding antek aseng aseng sesungguhnya bertepuk tangan,0,0,0,0,0,0,0,0,0,0,0,0,saat orang orang saling menuding asing asing sesungguhnya bertepuk tangan
nah loh katanya anti aseng,0,0,0,0,0,0,0,0,0,0,0,0,nah lah katanya anti asing
selamat pak semoga bisa terus berkiprah bahkan tingkat nasional,0,0,0,0,0,0,0,0,0,0,0,0,selamat pak semoga bisa terus berkiprah bahkan tingkat nasional
saya sih ikut ulama saja,0,0,0,0,0,0,0,0,0,0,0,0,saya sih ikut ulama saja
yang saya ketahui bahwa diketapang banyak tka asing yg berkerja di berbagai perusahaan termasuk pt who tambang bouksid yg viral saat pilpres dulu bisa jadi ini karena kerja sama tsb terjadi di era gubernur cornelis dan wakilnya ora,0,0,0,0,0,0,0,0,0,0,0,0,yang saya ketahui bahwa diketapang banyak tenaga kerja asing yang bekerja di berbagai perusahaan termasuk pt who tambang bauksit yang viral saat pemilihan presiden dulu bisa jadi ini karena kerja sama tersebut terjadi di era gubernur cornelis dan wakilnya tidak
anak pecun ga jauh dr hobi zina haha,1,1,1,0,0,0,0,1,0,1,0,0,anak tidak jauh dari hobi zina haha
que bom sbbsnsn,0,0,0,0,0,0,0,0,0,0,0,0,aku bom surat berharga syariah negara
istirahat aja pak presiden momentum sudah berlalu saya pernah jadi saksi telinga dan mata awal rapat pembentukan pd di pacitan tahun,0,0,0,0,0,0,0,0,0,0,0,0,istirahat saja pak presiden momentum sudah berlalu saya pernah jadi saksi telinga dan mata awal rapat pembentukan pada di pacitan tahun
pada house select committee on assassinations hsca menemukan cacat investigasi yang dilakukan fbi dan warren commission hsca juga menyimpulkan ada empat tembakan yang dilakukan dan kemungkinan terdapat konspirasi di dalamnya,0,0,0,0,0,0,0,0,0,0,0,0,pada house select committee on assassination hsca menemukan investigasi yang dilakukan fbi dan warren commission hsca juga menyimpulkan ada empat tembakan yang dilakukan dan kemungkinan terdapat konspirasi di dalamnya
tak terasa genap tahun mendatang april akan digelar hajatan pilpres acara tahunan negara indonesia untuk memilih presiden semoga senantiasa berjalan aman dan lancar amin,0,0,0,0,0,0,0,0,0,0,0,0,tak terasa genap tahun mendatang april akan digelar hajatan pemilihan presiden acara tahunan negara indonesia untuk memilih presiden semoga senantiasa berjalan aman dan lancar amin
ian pantat,0,1,0,0,0,0,0,0,0,0,0,0,ian
ngakunya org pintar dan beragama emangnya agama mana yg memperbolehkan menista dan menghujat org lain jgnkan orang bodoh org yg maaf sejak lahir idiot sekalipun dia kita hrs hargain sebagai sesama ciptaan tuhan ingat iblis itu juga pintar dan sangat licik,0,1,0,0,0,0,0,0,0,0,0,0,mengakuinya orang pintar dan beragama memangnya agama mana yang memperbolehkan menista dan menghujat orang lain jangankan orang orang yang maaf sejak lahir sekalipun dia kita harus hargai sebagai sesama ciptaan tuhan ingat itu juga pintar dan sangat licik
pendaftaran capres untuk saja belum dibuka sampai agustus yang normatif begini politikus pdip masih belum paham,1,0,0,1,0,0,0,0,1,0,1,0,pendaftaran calon presiden untuk saja belum dibuka sampai agustus yang normatif begini politikus partai demokrasi indonesia perjuangan masih belum paham
si tolol udah tau pemerintah rezim komunis ini bobrok koruptor bisa pimpinan sidang dpr paya cebong url,1,1,1,0,0,1,0,0,0,1,0,0,sih sudah tau pemerintah ini bobrok koruptor bisa pimpinan sidang dewan perwakilan rakyat paya uniform resource locator
dari dulu kenapa bapak w kalau ke mantan mantan w selalu mgerasa sedih ampe kepikiran dan gabisa tidur lohh dan w ngerasa jadi anak yg brengsek aja gt ke laki,0,1,0,0,0,0,0,0,0,0,0,0,dari dulu kenapa bapak gue kalau ke mantan mantan gue selalu merasa sedih sampai kepikiran dan tidak bisa tidur lo dan gue merasa jadi anak yang berengsek saja begitu ke laki
cina perusak bangsa usir stuju,1,0,0,1,0,1,0,0,0,0,0,1,cina perusak bangsa usir setuju
scra konstitusional hak setiap rakyat woiii gini nih kalo planga plongo tapi kelakuan otoriter,1,1,1,0,0,0,0,0,1,1,0,0,secara konstitusional hak setiap rakyat woiii begini nih kalau plonga plongo tapi kelakuan otoriter
mari kita wujudkan pilkada kota bengkulu aman dan damai coki adem heru,0,0,0,0,0,0,0,0,0,0,0,0,mari kita wujudkan pilihan kepala daerah kota bengkulu aman dan damai coki adem heru
mau tanya serius ini sm presiden jokowi knp yg ada cm islam nusantara knp tdk ada kristen nusantara budha hindu bahkan kong huchu nusantara,0,0,0,0,0,0,0,0,0,0,0,0,mau tanya serius ini sama presiden jokowi kenapa yang ada cuma islam nusantara kenapa tidak ada kristen nusantara buddha hindu bahkan kong hucu nusantara
