Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong,clean_text
takabur bisa lahir dari siapa saja penguasa rakyat ulama maupun cendikia bahkan makhluk yang alim telah beribadah beratus tahun dilaknat karena hasud takaburnya apalagi hanya seorang ahli ilmu filsafat yang tidak failosof mari kita demo diri sendi,0,0,0,0,0,0,0,0,0,0,0,0,takabur bisa lahir dari siapa saja penguasa rakyat ulama maupun cendikia bahkan makhluk yang alim telah beribadah beratus tahun dilaknat karena hasud takaburnya apalagi hanya seorang ahli ilmu filsafat yang tidak failosof mari kita demo diri sendi
a orang yang suka ke konser konser sedikit boros,0,0,0,0,0,0,0,0,0,0,0,0,a orang yang suka ke konser konser sedikit boros
sampai kapan makan racun banyak ulama yang mengatakan hukum rokok mubah dan ada juga,0,0,0,0,0,0,0,0,0,0,0,0,sampai kapan makan racun banyak ulama yang mengatakan hukum rokok mubah dan ada juga
susilo bambang yudhoyono presiden ri ke meminta khofifah emil untuk dekat dengan masyarakat no bisa bagus,0,0,0,0,0,0,0,0,0,0,0,0,susilo bambang yudhoyono presiden ri ke meminta khofifah emil untuk dekat dengan masyarakat no bisa bagus
sudah biasa kali gue penggemar korea pop tapi kalau mengomong sama teman gue idol gue,1,1,1,0,0,0,0,1,0,1,0,0,sudah biasa kali gue penggemar korea pop tapi kalau mengomong sama teman gue idol gue
saya suka video uniform resource locator awal kisah perseteruan haji bolot malih tongtong,0,0,0,0,0,0,0,0,0,0,0,0,saya suka video uniform resource locator awal kisah perseteruan haji bolot malih tongtong
budaya bersungguh kalau hal islam tidak diindahkan,0,0,0,0,0,0,0,0,0,0,0,0,budaya bersungguh kalau hal islam tidak diindahkan
lah lah lah hem hem semua diam semua kita coba tanya sama rumput yang bergoyang,0,0,0,0,0,0,0,0,0,0,0,0,lah lah lah hem hem semua diam semua kita coba tanya sama rumput yang bergoyang
apabila membisikkan was was kepadamu mintalah perlindungan kepada allah qs al a dan fussilat,0,0,0,0,0,0,0,0,0,0,0,0,apabila membisikkan was was kepadamu mintalah perlindungan kepada allah qs al a dan fussilat
kalau kamu ateis apa sibuk dengan agama orang,0,0,0,0,0,0,0,0,0,0,0,0,kalau kamu ateis apa sibuk dengan agama orang
lengserkan jokowi,1,1,1,0,0,0,0,0,1,0,0,1,lengserkan jokowi
selamat hari kartini,0,0,0,0,0,0,0,0,0,0,0,0,selamat hari kartini
terhadap anak kita terutama di kamar mandi laki jangan biarkan sendiri uniform resource locator,1,1,1,0,0,0,0,1,0,1,0,0,terhadap anak kita terutama di kamar mandi laki jangan biarkan sendiri uniform resource locator
iya,1,1,1,0,0,0,0,0,1,1,0,0,iya
karena budaya indonesia,0,0,0,0,0,0,0,0,0,0,0,0,karena budaya indonesia
yang mengajarkan salat a saja itu orang asing dia hanya ingin memecah belah islam,0,0,0,0,0,0,0,0,0,0,0,0,yang mengajarkan salat a saja itu orang asing dia hanya ingin memecah belah islam
x kamu berbicara saja tidak benar bangkai,1,1,1,0,0,0,0,0,1,1,0,0,x kamu berbicara saja tidak benar bangkai
kita semua tidak pernah akan memercayai yang negara kita di suatu hari nanti akan dijajah oleh ke ranah terdapat kes pembubaran sistem beraja di negara kita kini untuk menjadikan sebagai negara republik padahal negara penjaja,0,0,0,0,0,0,0,0,0,0,0,0,kita semua tidak pernah akan memercayai yang negara kita di suatu hari nanti akan dijajah oleh ke ranah terdapat kes pembubaran sistem beraja di negara kita kini untuk menjadikan sebagai negara republik padahal negara penjaja
tapi masih menikmati kebijakan yang dulu diusulkan partai komunis indonesia lah iya apa,1,0,0,1,0,1,0,0,0,0,1,0,tapi masih menikmati kebijakan yang dulu diusulkan partai komunis indonesia lah iya apa
kalau seumpama orang cina di usir paksa dari indonesia bagaimana,1,0,0,1,0,1,0,0,0,0,1,0,kalau seumpama orang cina di usir paksa dari indonesia bagaimana
bunda yuk,0,1,0,0,0,0,0,0,0,0,0,0,bunda yuk
cina cina maling hypertext transfer protocol over secure socket layer t co iya hiwhjp,1,1,0,1,0,1,0,0,0,0,0,1,cina cina maling hypertext transfer protocol over secure socket layer t co iya hiwhjp
bung karno anti dan beliau dari jawa coba deh adakan konsensus lebih banyak mana jawa yang anti atau pro karena kebo ohannya kami keliru kami tutup akun,0,0,0,0,0,0,0,0,0,0,0,0,bung karno anti dan beliau dari jawa coba deh adakan konsensus lebih banyak mana jawa yang anti atau pro karena kebo ohannya kami keliru kami tutup akun
proyek korupsi susilo bambang yudhoyono uniform resource locator,1,0,1,0,0,0,0,0,1,1,0,0,proyek korupsi susilo bambang yudhoyono uniform resource locator
wajar saja lihat saja tingkah beberapa petinggi negeri ini yang suka mencampur bahas indonesia dengan bahas setiap kali bicara,0,0,0,0,0,0,0,0,0,0,0,0,wajar saja lihat saja tingkah beberapa petinggi negeri ini yang suka mencampur bahas indonesia dengan bahas setiap kali bicara
ab pribadi yang senang berkompetisi dalam hal yang baik dan positif,0,0,0,0,0,0,0,0,0,0,0,0,ab pribadi yang senang berkompetisi dalam hal yang baik dan positif
terus menurut kamu kitab suci agama apa yang di bilang om,1,0,1,0,0,0,0,0,1,1,0,0,terus menurut kamu kitab suci agama apa yang di bilang om
suka menutup mata tidak ditutup pun sudah terlihat tertutup gara,0,0,0,0,0,0,0,0,0,0,0,0,suka menutup mata tidak ditutup pun sudah terlihat tertutup gara
saya sebagai muslim tidak merasa pak menistakan kitab suci alquran an karena dalam alquran an sendiri ada beberapa suku kata yang sampai detik ini belum diketahui makna faktualnya oleh umat islam tetapi kami yaitu kata tersebut ada makna yang tersirat fiksi yang belum,0,0,0,0,0,0,0,0,0,0,0,0,saya sebagai muslim tidak merasa pak menistakan kitab suci alquran an karena dalam alquran an sendiri ada beberapa suku kata yang sampai detik ini belum diketahui makna faktualnya oleh umat islam tetapi kami yaitu kata tersebut ada makna yang tersirat fiksi yang belum
eh kasar kamu,1,1,1,0,0,0,0,0,1,1,0,0,eh kasar kamu
bentar lagi gue rilis album the si wkwk,0,0,0,0,0,0,0,0,0,0,0,0,bentar lagi gue rilis album the si wkwk
ada bang dia merasa paling benar,1,1,1,0,0,0,0,0,1,1,0,0,ada bang dia merasa paling benar
banget gue mentwit apa barusan he,0,1,0,0,0,0,0,0,0,0,0,0,banget gue mentwit apa barusan he
kamu atau bagaimana uniform resource locator,1,1,1,0,0,0,0,1,0,1,0,0,kamu atau bagaimana uniform resource locator
awas bintitan kamu mengintip kucing,0,1,0,0,0,0,0,0,0,0,0,0,awas bintitan kamu mengintip kucing
bawel bawa perasaan bolot baik bodor enggak jelas wkwk apa ya sudah itu saja deh,0,1,0,0,0,0,0,0,0,0,0,0,bawel bawa perasaan bolot baik bodor enggak jelas wkwk apa ya sudah itu saja deh
gue menyarankan tidak perlu banyak maling ayat langsung to the point saja kamu jadi orang yang tidak sepaham kamu teriaki saja sesat liberal pemuja dukun bla blaaa pasti hatimu puas deh,1,1,1,0,1,0,0,0,0,1,0,0,gue menyarankan tidak perlu banyak maling ayat langsung to the point saja kamu jadi orang yang tidak sepaham kamu teriaki saja sesat liberal pemuja dukun bla blaaa pasti hatimu puas deh
jangan salah target bukan ahok agenda utama lengserkan jokowi,1,0,1,0,0,0,0,0,1,0,0,1,jangan salah target bukan ahok agenda utama lengserkan jokowi
masa baru kena tagar saja sudah kepanasan ingin tahu banget,1,0,1,0,0,0,0,0,1,1,0,0,masa baru kena tagar saja sudah kepanasan ingin tahu banget
maju kamu sini duit tapi kamu goyang kaki tak buat pape mana lah duit nak maju kat kamu bodoh uniform resource locator,0,1,0,0,0,0,0,0,0,0,0,0,maju kamu sini duit tapi kamu goyang kaki tak buat pape mana lah duit nak maju kat kamu bodoh uniform resource locator
huria kristen batak protestan berdiri itu sejak pecahnya kristen katolik pada zaman penjajahan belanda dulu tidak ada yang namanya kristen protestan yang ada cuma kristen katolik perpecahan dan berdirilah huria kristen batak protestan yang pertama kali di tarutung sekarang anda saya k,0,0,0,0,0,0,0,0,0,0,0,0,huria kristen batak protestan berdiri itu sejak pecahnya kristen katolik pada zaman penjajahan belanda dulu tidak ada yang namanya kristen protestan yang ada cuma kristen katolik perpecahan dan berdirilah huria kristen batak protestan yang pertama kali di tarutung sekarang anda saya k
apa apa banyak baca biar pintar jepang amerika cina utang sama siapa anda tau tidak,0,0,0,0,0,0,0,0,0,0,0,0,apa apa banyak baca biar pintar jepang amerika cina utang sama siapa anda tau tidak
prabowo sudah kalah menyebut bantuan jokowi hanya pencitraan adalah ratapan pilu,1,0,1,0,0,0,0,0,1,1,0,0,prabowo sudah kalah menyebut bantuan jokowi hanya pencitraan adalah ratapan pilu
dan yang takut dengan azan adalah,0,0,0,0,0,0,0,0,0,0,0,0,dan yang takut dengan azan adalah
yang goblok itu adalah tukang tipu penjilat penguasa yang ketahuan gerakan masa yang dibayar pakai nasi bungkus propaganda nasi bungkus memang selalu gagal,1,1,0,1,0,0,0,0,1,0,1,0,yang goblok itu adalah tukang tipu penjilat penguasa yang ketahuan gerakan masa yang dibayar pakai nasi bungkus propaganda nasi bungkus memang selalu gagal
wah sewot,1,1,1,0,0,0,0,0,1,1,0,0,wah sewot
gerakan ini menekankan pentingnya kerja keras secara total untuk tingkatkan potensi bangsa,0,0,0,0,0,0,0,0,0,0,0,0,gerakan ini menekankan pentingnya kerja keras secara total untuk tingkatkan potensi bangsa
padahal gubernur saat ini djarot mayoritas partai politik di dewan perwakilan rakyat daerah juga pendukung ahok djarot payah ya mereka uniform resource locator,1,0,1,0,0,0,0,0,1,1,0,0,padahal gubernur saat ini djarot mayoritas partai politik di dewan perwakilan rakyat daerah juga pendukung ahok djarot payah ya mereka uniform resource locator
rusak bukan memperbaiki sistemnya malah sibuk cari kesalahan kalau itu pasti ketemu saja komisi pemberantasan korupsi alatnya besok pemerintah berganti berulang kembali engah pernah selesai siapapun organisasi orangnya,0,0,0,0,0,0,0,0,0,0,0,0,rusak bukan memperbaiki sistemnya malah sibuk cari kesalahan kalau itu pasti ketemu saja komisi pemberantasan korupsi alatnya besok pemerintah berganti berulang kembali engah pernah selesai siapapun organisasi orangnya
saat orang orang saling menuding asing asing sesungguhnya bertepuk tangan,0,0,0,0,0,0,0,0,0,0,0,0,saat orang orang saling menuding asing asing sesungguhnya bertepuk tangan
nah lah katanya anti asing,0,0,0,0,0,0,0,0,0,0,0,0,nah lah katanya anti asing
selamat pak semoga bisa terus berkiprah bahkan tingkat nasional,0,0,0,0,0,0,0,0,0,0,0,0,selamat pak semoga bisa terus berkiprah bahkan tingkat nasional
saya sih ikut ulama saja,0,0,0,0,0,0,0,0,0,0,0,0,saya sih ikut ulama saja
yang saya ketahui bahwa diketapang banyak tenaga kerja asing yang bekerja di berbagai perusahaan termasuk pt who tambang bauksit yang viral saat pemilihan presiden dulu bisa jadi ini karena kerja sama tersebut terjadi di era gubernur cornelis dan wakilnya tidak,0,0,0,0,0,0,0,0,0,0,0,0,yang saya ketahui bahwa diketapang banyak tenaga kerja asing yang bekerja di berbagai perusahaan termasuk pt who tambang bauksit yang viral saat pemilihan presiden dulu bisa jadi ini karena kerja sama tersebut terjadi di era gubernur cornelis dan wakilnya tidak
anak tidak jauh dari hobi zina haha,1,1,1,0,0,0,0,1,0,1,0,0,anak tidak jauh dari hobi zina haha
aku bom surat berharga syariah negara,0,0,0,0,0,0,0,0,0,0,0,0,aku bom surat berharga syariah negara
istirahat saja pak presiden momentum sudah berlalu saya pernah jadi saksi telinga dan mata awal rapat pembentukan pada di pacitan tahun,0,0,0,0,0,0,0,0,0,0,0,0,istirahat saja pak presiden momentum sudah berlalu saya pernah jadi saksi telinga dan mata awal rapat pembentukan pada di pacitan tahun
pada house select committee on assassination hsca menemukan investigasi yang dilakukan fbi dan warren commission hsca juga menyimpulkan ada empat tembakan yang dilakukan dan kemungkinan terdapat konspirasi di dalamnya,0,0,0,0,0,0,0,0,0,0,0,0,pada house select committee on assassination hsca menemukan investigasi yang dilakukan fbi dan warren commission hsca juga menyimpulkan ada empat tembakan yang dilakukan dan kemungkinan terdapat konspirasi di dalamnya
tak terasa genap tahun mendatang april akan digelar hajatan pemilihan presiden acara tahunan negara indonesia untuk memilih presiden semoga senantiasa berjalan aman dan lancar amin,0,0,0,0,0,0,0,0,0,0,0,0,tak terasa genap tahun mendatang april akan digelar hajatan pemilihan presiden acara tahunan negara indonesia untuk memilih presiden semoga senantiasa berjalan aman dan lancar amin
ian,0,1,0,0,0,0,0,0,0,0,0,0,ian
mengakuinya orang pintar dan beragama memangnya agama mana yang memperbolehkan menista dan menghujat orang lain jangankan orang orang yang maaf sejak lahir sekalipun dia kita harus hargai sebagai sesama ciptaan tuhan ingat itu juga pintar dan sangat licik,0,1,0,0,0,0,0,0,0,0,0,0,mengakuinya orang pintar dan beragama memangnya agama mana yang memperbolehkan menista dan menghujat orang lain jangankan orang orang yang maaf sejak lahir sekalipun dia kita harus hargai sebagai sesama ciptaan tuhan ingat itu juga pintar dan sangat licik
pendaftaran calon presiden untuk saja belum dibuka sampai agustus yang normatif begini politikus partai demokrasi indonesia perjuangan masih belum paham,1,0,0,1,0,0,0,0,1,0,1,0,pendaftaran calon presiden untuk saja belum dibuka sampai agustus yang normatif begini politikus partai demokrasi indonesia perjuangan masih belum paham
sih sudah tau pemerintah ini bobrok koruptor bisa pimpinan sidang dewan perwakilan rakyat paya uniform resource locator,1,1,1,0,0,1,0,0,0,1,0,0,sih sudah tau pemerintah ini bobrok koruptor bisa pimpinan sidang dewan perwakilan rakyat paya uniform resource locator
dari dulu kenapa bapak gue kalau ke mantan mantan gue selalu merasa sedih sampai kepikiran dan tidak bisa tidur lo dan gue merasa jadi anak yang berengsek saja begitu ke laki,0,1,0,0,0,0,0,0,0,0,0,0,dari dulu kenapa bapak gue kalau ke mantan mantan gue selalu merasa sedih sampai kepikiran dan tidak bisa tidur lo dan gue merasa jadi anak yang berengsek saja begitu ke laki
cina perusak bangsa usir setuju,1,0,0,1,0,1,0,0,0,0,0,1,cina perusak bangsa usir setuju
secara konstitusional hak setiap rakyat woiii begini nih kalau plonga plongo tapi kelakuan otoriter,1,1,1,0,0,0,0,0,1,1,0,0,secara konstitusional hak setiap rakyat woiii begini nih kalau plonga plongo tapi kelakuan otoriter
mari kita wujudkan pilihan kepala daerah kota bengkulu aman dan damai coki adem heru,0,0,0,0,0,0,0,0,0,0,0,0,mari kita wujudkan pilihan kepala daerah kota bengkulu aman dan damai coki adem heru
